WS_001_FLOW_MEAN,WS_001_FLOW_MIN,WS_001_FLOW_MAX,WS_001_CONC_MEAN,WS_001_CONC_MIN,WS_001_CONC_MAX,DMW_FLOW_MEAN,DMW_FLOW_MIN,DMW_FLOW_MAX,ALK_FLOW_MEAN,ALK_FLOW_MIN,ALK_FLOW_MAX,WS_002_FLOW_MEAN,WS_002_FLOW_MIN,WS_002_FLOW_MAX,WS_002_CONC_MEAN,WS_002_CONC_MIN,WS_002_CONC_MAX,RPM_MEAN,RPM_MIN,RPM_MAX,PLANT_A,BAD_YIELD
91.144851,91.247692,91.050183,88.603538,88.631131,88.587057,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484264,91.554986,91.444901,91.388853,91.430998,91.429932,5045.275621,5045.033746,5045.663746,1,0
91.191886,91.333725,91.137861,88.603566,88.630549,88.584803,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484294,91.549110,91.449367,91.365810,91.320731,91.316467,5045.080343,5044.933746,5045.183746,1,0
91.175393,91.333725,91.137861,88.603970,88.626835,88.590333,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483546,91.550822,91.448845,91.353097,91.430998,91.316467,5045.419857,5045.233746,5045.543746,1,0
87.130361,86.429871,87.718426,92.930031,92.561734,93.215645,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.499495,86.690619,86.464346,86.712732,86.910021,86.664397,5043.781455,5041.063746,5044.563746,1,1
91.245641,91.333725,91.137861,88.603610,88.632778,88.582315,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484058,91.555634,91.443903,91.478641,91.541266,91.429932,5045.096455,5044.633746,5045.353746,0,0
91.510138,91.591823,91.488572,88.603699,88.633335,88.584827,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.481316,91.546242,91.445329,91.647887,91.651534,91.543397,5043.686941,5042.973746,5044.283746,1,0
91.653076,91.763888,91.663928,88.603617,88.634523,88.584790,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484626,91.548601,91.452265,91.415074,91.430998,91.316467,5042.259580,5041.253746,5042.943746,0,0
90.675720,90.817530,90.611794,88.540148,88.516281,88.576292,88.597187,88.598325,88.595852,90.464848,90.550036,90.436780,90.294217,90.388231,90.280160,90.889060,90.989927,90.862607,5041.887913,5038.733746,5043.403746,0,0
87.198775,87.376229,87.104682,92.683387,92.705776,92.657459,92.682929,92.687150,92.671340,87.957784,88.105276,87.929657,87.920573,88.062606,87.897726,87.875207,88.122966,87.799048,5045.579857,5045.393746,5045.783746,1,0
88.670307,88.838782,88.682882,91.695547,91.688198,91.713535,91.692446,91.695920,91.683343,89.963436,90.061084,89.935355,89.820375,89.915744,89.787339,89.250630,89.335911,89.274095,5043.740343,5042.933746,5044.533746,0,1
87.185948,87.376229,87.192360,92.930612,92.958602,92.905729,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.919812,88.062721,87.902530,87.647162,87.902431,87.685583,5044.192149,5043.713746,5044.823746,0,1
87.286737,87.462261,87.280037,92.311834,92.337321,92.291034,92.311498,92.315439,92.300842,87.957784,88.105276,87.929657,87.919428,88.000166,87.928267,88.104842,88.343502,88.139444,5043.689302,5042.563746,5044.443746,1,0
91.657352,91.677855,91.663928,88.603804,88.632518,88.581625,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484777,91.542818,91.453691,91.419842,91.430998,91.316467,5041.549371,5039.643746,5043.403746,1,0
87.024073,87.204164,86.929326,92.930266,92.955098,92.905890,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.495580,86.692150,86.458308,86.614204,86.799753,86.664397,5044.901941,5042.543746,5045.253746,1,1
91.844272,91.935953,91.839283,88.603644,88.633161,88.583226,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.485607,91.549943,91.453501,91.585910,91.651534,91.543397,5033.789510,5028.823746,5036.783746,1,0
91.587716,91.591823,91.576250,88.603641,88.635365,88.582315,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484393,91.550776,91.449842,91.554921,91.651534,91.543397,5043.791732,5043.033746,5044.503746,1,0
91.422176,91.505790,91.400894,88.603663,88.632827,88.582093,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482674,91.551886,91.444569,91.518370,91.541266,91.543397,5044.366038,5043.813746,5044.833746,0,0
91.630475,91.763888,91.576250,88.603568,88.634635,88.585653,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482714,91.550267,91.466471,91.538235,91.651534,91.543397,5040.728746,5036.653746,5043.423746,0,0
87.070497,87.290196,87.017004,92.930548,92.945702,92.909671,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496662,86.683915,86.464997,86.661084,86.910021,86.664397,5045.048816,5044.873746,5045.253746,0,1
91.217542,91.247692,91.137861,88.603953,88.635538,88.585640,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482750,91.546519,91.447419,91.407128,91.430998,91.316467,5044.852218,5044.483746,5045.303746,1,0
87.264747,87.462261,87.192360,92.683441,92.712474,92.652138,92.682929,92.687150,92.671340,87.957784,88.105276,87.929657,87.919683,88.090281,87.872864,87.885537,88.122966,87.912514,5044.334232,5043.193746,5044.843746,0,1
87.239702,87.376229,87.192360,92.930394,92.962192,92.897231,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.922942,88.080279,87.891954,87.646367,87.902431,87.572118,5042.677357,5041.763746,5043.383746,1,0
91.612149,91.591823,91.576250,88.603699,88.633322,88.581625,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.488005,91.548509,91.454974,91.561277,91.651534,91.543397,5041.571871,5040.043746,5043.113746,1,0
87.090655,87.290196,87.017004,92.930511,92.951236,92.907996,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496189,86.694473,86.468299,86.626917,86.910021,86.664397,5044.497218,5044.003746,5044.893746,0,1
91.370254,91.505790,91.313216,88.603363,88.632641,88.588030,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.485985,91.550452,91.458014,91.316546,91.430998,91.316467,5042.650482,5041.923746,5043.423746,0,0
89.525087,89.268944,89.559660,88.546444,88.516281,88.699460,88.597187,88.598325,88.595852,88.932754,88.105276,88.932506,88.853854,88.256493,88.845074,89.583031,89.225644,89.727956,5035.464857,5024.523746,5038.193746,1,0
91.289622,91.419757,91.225539,88.603547,88.627281,88.592550,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484689,91.553552,91.447467,91.320519,91.320731,91.316467,5044.864163,5044.543746,5045.123746,1,0
87.025906,87.204164,86.929326,92.930225,92.949787,92.920978,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.497204,86.697105,86.464242,86.693662,86.910021,86.664397,5045.054441,5044.973746,5045.223746,1,1
91.607263,91.247692,91.576250,88.603529,88.602706,88.603007,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483197,91.551562,91.452693,91.456393,91.320731,91.429932,5043.665482,5039.573746,5044.253746,1,0
91.599932,91.677855,91.576250,88.603793,88.634251,88.584815,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483250,91.550961,91.449225,91.393620,91.430998,91.429932,5040.022288,5035.873746,5042.683746,0,0
87.135247,87.290196,87.104682,92.930309,92.955185,92.907417,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496779,86.681255,86.471264,86.719089,86.910021,86.664397,5042.353191,5039.043746,5044.093746,0,1
91.261523,91.419757,91.137861,88.603379,88.632901,88.590382,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.481155,91.542124,91.450175,91.410307,91.430998,91.429932,5044.612913,5044.423746,5044.793746,1,0
91.601765,91.677855,91.576250,88.603773,88.635155,88.581465,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483807,91.555310,91.449557,91.631995,91.651534,91.543397,5043.683746,5042.443746,5044.433746,1,0
91.566336,91.677855,91.488572,88.603515,88.630846,88.583423,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.487482,91.552395,91.452455,91.651065,91.761802,91.543397,5043.396732,5042.453746,5044.343746,0,0
87.309950,87.462261,87.280037,92.930572,92.963257,92.897194,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.918575,88.071054,87.887801,87.553401,87.792163,87.572118,5041.213677,5040.273746,5042.433746,0,0
91.627421,91.677855,91.576250,88.603838,88.634350,88.582216,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.485267,91.546658,91.459820,91.549359,91.541266,91.543397,5044.518260,5043.513746,5044.773746,1,0
89.493306,88.236554,90.348761,88.545650,88.144880,88.822628,88.597187,88.598325,88.595852,88.960610,89.083180,88.932506,88.831474,87.483311,88.869072,89.460741,88.564037,89.614490,5027.500889,4623.123746,5037.403746,0,0
91.505251,91.591823,91.488572,88.603441,88.633458,88.583546,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.488310,91.545640,91.452693,91.589882,91.651534,91.543397,5043.591246,5042.463746,5044.413746,1,0
91.261523,91.419757,91.137861,88.603678,88.630772,88.583743,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483167,91.555171,91.443856,91.305422,91.320731,91.203002,5044.865413,5044.643746,5045.163746,1,0
91.119806,91.247692,91.050183,88.603595,88.633186,88.583608,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483906,91.552488,91.451315,91.377729,91.430998,91.429932,5045.175066,5044.753746,5045.443746,0,0
87.071719,87.204164,87.017004,92.930469,92.949366,92.910693,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.501635,86.692044,86.472143,86.616588,86.910021,86.550932,5044.738399,5044.503746,5044.933746,1,1
91.585883,91.677855,91.488572,88.603715,88.634895,88.580233,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482595,91.546982,91.458822,91.537440,91.651534,91.543397,5033.572774,5030.443746,5036.833746,1,0
91.531518,91.591823,91.488572,88.603704,88.630029,88.585850,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482707,91.553459,91.445424,91.287941,91.320731,91.203002,5043.036107,5041.983746,5043.563746,0,0
91.386136,91.505790,91.400894,88.603763,88.634238,88.581933,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482844,91.553089,91.447799,91.423020,91.430998,91.429932,5044.096871,5043.463746,5044.693746,1,0
91.196773,91.247692,91.137861,88.603351,88.628692,88.589680,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483302,91.551932,91.452360,91.158424,91.210463,91.203002,5043.128052,5042.643746,5043.513746,0,0
91.457605,91.505790,91.488572,88.603552,88.630995,88.585887,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.479852,91.549434,91.437537,91.536645,91.651534,91.429932,5043.281316,5041.813746,5044.043746,0,0
91.466768,91.505790,91.488572,88.603669,88.629868,88.584889,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482082,91.552580,91.449605,91.345151,91.320731,91.316467,5041.676593,5040.663746,5043.353746,0,0
91.549843,91.591823,91.488572,88.603670,88.633756,88.582265,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482805,91.551100,91.446992,91.517575,91.541266,91.429932,5044.142080,5043.593746,5044.583746,0,0
91.476541,91.591823,91.400894,88.603687,88.633731,88.581046,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484074,91.544808,91.461578,91.532672,91.541266,91.543397,5044.498746,5044.303746,5044.733746,0,0
91.599932,91.505790,91.576250,88.603258,88.616077,88.602921,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.488879,91.551747,91.467849,91.667752,91.761802,91.656863,5045.190135,5045.083746,5045.393746,0,0
87.095542,87.290196,87.017004,92.930313,92.956794,92.909166,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496294,86.693663,86.463767,86.731802,87.020289,86.777862,5045.195343,5044.963746,5045.393746,1,1
91.477763,91.505790,91.488572,88.603722,88.633595,88.583202,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482392,91.547213,91.445519,91.496122,91.541266,91.429932,5043.637566,5042.513746,5044.373746,1,0
91.644524,91.677855,91.576250,88.603590,88.635625,88.581884,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484433,91.551562,91.455876,91.533467,91.541266,91.429932,5041.800135,5040.293746,5042.913746,1,0
91.413013,87.892424,91.576250,88.607245,88.561877,88.867425,88.597187,88.598325,88.595852,91.307501,87.616324,91.439629,91.330372,87.627186,91.454261,91.447652,88.564037,91.543397,5030.220968,4899.493746,5041.943746,1,0
87.198775,87.204164,87.104682,92.929851,92.868475,92.909326,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496051,86.672141,86.462284,86.726240,86.910021,86.664397,5042.910413,5038.363746,5044.743746,1,1
87.214047,87.376229,87.192360,92.930495,92.948289,92.907035,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.917571,88.070022,87.886381,87.652724,87.902431,87.685583,5044.044302,5043.163746,5044.593746,0,1
91.658574,91.677855,91.576250,88.603754,88.634919,88.584359,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.485753,91.546149,91.461483,91.631995,91.651534,91.543397,5041.031177,5037.233746,5043.903746,0,0
91.378806,91.505790,91.313216,88.603678,88.627702,88.588830,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482654,91.550868,91.447182,91.144916,91.210463,91.089537,5042.405066,5041.813746,5042.863746,1,0
91.543734,91.591823,91.576250,88.605521,88.633062,88.810706,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482424,91.554662,91.450127,91.365810,91.430998,91.316467,5041.329649,5037.343746,5043.703746,0,0
87.285516,87.462261,87.280037,92.312434,92.342360,92.280355,92.311498,92.315439,92.300842,87.957784,88.105276,87.929657,87.920097,88.089907,87.873201,87.989627,88.233234,87.912514,5044.202149,5043.973746,5044.353746,0,0
87.002083,87.204164,87.017004,92.930651,92.957364,92.906555,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496165,86.692858,86.467644,86.662674,86.910021,86.664397,5043.611038,5038.683746,5045.443746,1,1
91.505862,91.247692,91.488572,88.603612,88.629744,88.583152,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482855,91.549989,91.446136,91.408718,91.320731,91.429932,5044.026871,5043.873746,5044.423746,1,0
91.525409,91.677855,91.400894,88.603639,88.632914,88.581600,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.485745,91.545640,91.477304,91.536645,91.651534,91.429932,5029.129510,5025.643746,5032.963746,1,0
91.518690,91.591823,91.488572,88.603652,88.633805,88.581600,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483000,91.549850,91.442763,91.369783,91.320731,91.316467,5044.490482,5044.133746,5044.773746,0,0
87.089434,87.290196,87.104682,92.930559,92.958862,92.899965,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.500423,86.704781,86.454573,85.684542,82.030261,85.870141,5042.492357,5041.523746,5043.173746,1,1
91.442334,91.591823,91.400894,88.603726,88.632641,88.583041,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.487875,91.550406,91.466471,91.636763,91.541266,91.543397,5044.737566,5044.503746,5044.953746,0,0
91.613371,91.763888,91.488572,88.603577,88.635031,88.582635,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.477754,91.543420,91.455069,91.596239,91.651534,91.543397,5043.413121,5039.343746,5044.333746,1,0
87.122419,87.290196,87.104682,92.930579,92.955408,92.908254,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496756,86.694607,86.458683,86.416353,86.689486,86.437467,5043.371316,5042.943746,5043.723746,0,1
91.507084,91.333725,91.488572,88.603797,88.529763,88.646990,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482723,91.548185,91.445424,91.463544,91.320731,91.543397,5044.481802,5043.573746,5044.993746,0,0
91.540680,91.677855,91.488572,88.603668,88.633384,88.582844,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483608,91.548092,91.452693,91.404745,91.430998,91.316467,5041.405968,5037.603746,5042.953746,1,0
87.112035,87.290196,87.104682,92.930412,92.946630,92.910053,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496474,86.691729,86.465415,86.630890,86.910021,86.664397,5044.658399,5042.803746,5045.113746,0,1
90.650675,90.731497,90.699472,88.547016,88.516281,88.576292,88.597187,88.598325,88.595852,90.464848,90.550036,90.436780,90.295895,90.368740,90.281110,90.842180,90.879660,90.862607,5042.847635,5038.283746,5043.673746,0,0
91.623756,91.591823,91.576250,88.603949,88.630363,88.584495,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484676,91.554431,91.453121,91.531878,91.541266,91.429932,5039.609649,5034.353746,5042.263746,0,0
91.607263,91.591823,91.576250,88.603497,88.633322,88.588670,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482833,91.551331,91.445851,91.452420,91.430998,91.429932,5043.042080,5042.253746,5043.823746,1,0
87.090655,87.290196,87.017004,92.930508,92.941988,92.914684,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.498448,86.683235,86.474908,86.738159,87.020289,86.777862,5044.957218,5044.643746,5045.303746,0,1
87.129139,87.376229,87.104682,92.930322,92.948066,92.901763,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496091,86.693270,86.460826,86.731008,87.020289,86.664397,5042.084441,5038.553746,5044.913746,1,1
87.134636,87.290196,87.104682,92.930587,92.949453,92.908168,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.502365,86.706335,86.460061,86.448931,86.689486,86.437467,5042.971663,5042.773746,5043.163746,0,1
91.631086,91.591823,91.576250,88.603742,88.635464,88.583916,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482748,91.554107,91.446469,91.489765,91.541266,91.543397,5042.475274,5040.533746,5043.563746,0,0
91.398353,91.505790,91.400894,88.603640,88.631069,88.585517,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483364,91.546149,91.444569,91.179083,91.210463,91.089537,5041.546802,5039.343746,5042.823746,1,0
91.241976,91.247692,91.225539,88.603547,88.626315,88.584667,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483596,91.552904,91.448322,91.447652,91.320731,91.429932,5044.903816,5044.703746,5045.223746,0,0
87.050950,87.204164,87.017004,92.930511,92.950196,92.909929,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.497914,86.691322,86.456255,86.616588,86.910021,86.550932,5044.418885,5044.013746,5044.713746,1,1
91.641470,91.677855,91.576250,88.603772,88.634102,88.582524,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482324,91.547213,91.462290,91.499300,91.541266,91.429932,5038.729510,5034.573746,5042.033746,1,0
87.210992,87.376229,87.192360,92.930368,92.955271,92.900556,92.930550,92.934958,92.918340,87.957784,88.105276,87.929657,87.919249,88.074496,87.893156,87.646367,87.902431,87.572118,5043.846177,5042.653746,5044.453746,1,0
87.233594,87.462261,87.192360,92.683470,92.704935,92.664566,92.682929,92.687150,92.671340,87.957784,88.105276,87.929657,87.921070,88.081042,87.887336,87.760787,88.012698,87.685583,5044.877843,5044.663746,5045.023746,1,0
91.228537,91.333725,91.137861,88.603659,88.629881,88.586281,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.483796,91.542587,91.467612,91.481819,91.430998,91.429932,5045.341385,5045.193746,5045.463746,1,0
87.203051,87.376229,87.192360,92.930376,92.935018,92.927050,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496854,86.689180,86.464047,86.731008,87.020289,86.664397,5044.908121,5044.583746,5045.353746,0,1
91.650022,91.763888,91.576250,88.603770,88.635774,88.580837,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.484955,91.550128,91.461102,91.594650,91.651534,91.543397,5035.165760,5032.643746,5036.663746,0,0
87.127917,87.290196,87.104682,92.930574,92.947769,92.911260,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.496948,86.692470,86.471169,86.731802,87.020289,86.777862,5044.985968,5044.813746,5045.153746,1,1
87.344768,86.860034,87.455393,92.312736,92.344489,92.337899,92.311498,92.315439,92.300842,87.891625,87.127372,87.929657,87.858452,87.167626,87.875843,88.073853,87.902431,88.025979,5043.960205,5043.513746,5044.363746,1,0
87.100429,87.290196,87.104682,92.930593,92.951149,92.912011,92.930550,92.934958,92.918340,86.453545,86.638420,86.425383,86.494863,86.696347,86.449632,85.727450,82.030261,85.870141,5042.583260,5042.263746,5042.773746,1,1
91.606041,91.677855,91.576250,88.603634,88.634362,88.582179,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482554,91.540644,91.444996,91.651065,91.761802,91.543397,5043.569441,5040.013746,5044.733746,0,0
87.236037,87.462261,87.192360,92.683261,92.698423,92.668988,92.682929,92.687150,92.671340,87.957784,88.105276,87.929657,87.920458,88.087029,87.882204,87.883948,88.122966,87.912514,5044.917080,5044.623746,5045.423746,0,0
91.695225,91.677855,91.751606,88.603745,88.631861,88.582586,88.597187,88.598325,88.595852,91.467674,91.527940,91.439629,91.482394,91.552302,91.445899,91.510424,91.541266,91.429932,5037.823468,5033.683746,5042.633746,0,0
