WS_001_FLOW_MEAN,WS_001_FLOW_MIN,WS_001_FLOW_MAX,WS_001_CONC_MEAN,WS_001_CONC_MIN,WS_001_CONC_MAX,DMW_FLOW_MEAN,DMW_FLOW_MIN,DMW_FLOW_MAX,ALK_FLOW_MEAN,ALK_FLOW_MIN,ALK_FLOW_MAX,WS_002_FLOW_MEAN,WS_002_FLOW_MIN,WS_002_FLOW_MAX,WS_002_CONC_MEAN,WS_002_CONC_MIN,WS_002_CONC_MAX,RPM_MEAN,RPM_MIN,RPM_MAX,PLANT_A,BAD_YIELD
91.496088,91.591823,91.48857199999999,29.999771000000003,29.9479,30.0587,88.597187,88.598325,88.59585200000001,91.467674,91.52794,91.43962900000001,91.483672,91.54985,91.44817900000001,52.333333,51.0,53.0,5009.373542,5008.79,5009.66,1,GOOD
91.50708399999999,91.333725,91.48857199999999,30.000978999999997,29.1089,30.574,88.597187,88.598325,88.59585200000001,91.467674,91.52794,91.43962900000001,91.482723,91.548185,91.445424,52.361111,50.0,54.0,5010.228056,5009.32,5010.74,1,GOOD
87.23848100000001,87.462261,87.19236,63.0005,62.8599,63.2046,92.682929,92.68715,92.67134,87.957784,88.105276,87.92965699999999,87.92044,88.067066,87.901228,20.041667,20.0,21.0,5010.6578469999995,5010.37,5010.89,0,BAD
87.29406800000001,87.37622900000001,87.280037,65.000529,64.889,65.0911,92.93055,92.934958,92.91834,87.957784,88.105276,87.92965699999999,87.91749,88.064734,87.895298,19.0,19.0,19.0,5006.506528,5004.97,5008.55,1,GOOD
90.57772299999999,87.37622900000001,91.48857199999999,30.039326000000003,29.9331,31.6597,88.597187,88.598325,88.59585200000001,90.500664,87.127372,91.43962900000001,90.517539,87.151563,91.456019,46.904762,21.0,54.0,4999.698929,4536.35,5008.51,1,GOOD
91.542513,91.67785500000001,91.48857199999999,30.000197999999997,29.9509,30.0499,88.597187,88.598325,88.59585200000001,91.467674,91.52794,91.43962900000001,91.48340999999999,91.54527,91.457207,52.736111,52.0,54.0,5001.2654170000005,4998.7,5004.93,1,GOOD
91.53029599999999,91.591823,91.48857199999999,29.997730999999998,29.8953,30.0649,88.597187,88.598325,88.59585200000001,91.467674,91.52794,91.43962900000001,91.485187,91.550961,91.44694399999999,51.631944,51.0,52.0,5008.593819,5007.86,5009.29,1,GOOD
91.637194,91.67785500000001,91.663928,29.999468,29.9294,30.0624,88.597187,88.598325,88.59585200000001,91.467674,91.52794,91.43962900000001,91.48344300000001,91.552441,91.445566,52.486111,52.0,53.0,5005.852917,5001.26,5008.51,1,GOOD
91.33238100000001,91.41975699999999,91.313216,30.000328999999997,29.9437,30.0471,88.597187,88.598325,88.59585200000001,91.467674,91.52794,91.43962900000001,91.483011,91.54527,91.454403,52.770832999999996,52.0,54.0,5000.624653,4995.48,5004.0,1,GOOD
91.505862,91.591823,91.48857199999999,29.997912,29.9108,30.0628,88.597187,88.598325,88.59585200000001,91.467674,91.52794,91.43962900000001,91.482866,91.550776,91.447799,50.368056,50.0,51.0,5007.607431,5006.74,5008.95,1,GOOD
